Site	Biogeographic_realm	Disturbance	Activity	Time	Cover_5	LPS_5	MPS_5	Iso_5	Ratio_5	Plants	Invertebrates	Birds	Herpetofauna	Mammals	Cover	Density	Biomass	Height	Litter	Metric	abRR
100	Indo-Malay	selectively_logged	passive	30	67.5	7.851254354	7.851254354	4.129	0.789	0	0	1	0	0	0	0	0	0	0	richness	0.1174
101	Indo-Malay	secondary	passive	27.5	92.5	7.949386012	7.949386012	4.784	0.562	0	0	0	0	0	0	0	0	1	0	structure	0.1505
101	Indo-Malay	secondary	passive	27.5	92.5	7.949386012	7.949386012	4.784	0.562	0	0	0	0	0	0	0	1	0	0	structure	0.2587
101	Indo-Malay	secondary	passive	27.5	92.5	7.949386012	7.949386012	4.784	0.562	0	0	0	0	0	1	0	0	0	0	structure	0.0529
102	Afrotropic	secondary	passive	40	58.75	7.681237243	7.431359769	3.732	2.021	0	0	1	0	0	0	0	0	0	0	richness	0
102	Afrotropic	secondary	active_plantation	5.5	58.75	7.681237243	7.431359769	3.732	2.021	0	0	1	0	0	0	0	0	0	0	richness	0.4745
102	Afrotropic	secondary	active_plantation	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	0	1	0	0	0	0	0	0	0	richness	2.1972
102	Afrotropic	secondary	passive	40	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.5108
102	Afrotropic	secondary	active_plantation	5.5	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0
102	Afrotropic	secondary	active_plantation	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.0339
102	Afrotropic	secondary	active_plantation	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.0328
102	Afrotropic	secondary	passive	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.2877
102	Afrotropic	secondary	active_plantation	5.5	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0
102	Afrotropic	secondary	active_plantation	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0
102	Afrotropic	secondary	passive	40	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.0403
102	Afrotropic	secondary	active_plantation	5.5	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.042
102	Afrotropic	secondary	active_plantation	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0
102	Afrotropic	secondary	active_plantation	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.3784
102	Afrotropic	secondary	passive	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.2474
102	Afrotropic	secondary	active_plantation	5.5	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.3137
102	Afrotropic	secondary	active_plantation	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.2336
102	Afrotropic	secondary	active_plantation	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.131
102	Afrotropic	secondary	passive	3	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.1011
102	Afrotropic	secondary	active_plantation	5.5	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.1011
102	Afrotropic	secondary	active_plantation	NA	58.75	7.681237243	7.431359769	3.732	2.021	0	1	0	0	0	0	0	0	0	0	richness	0.9598
103	Indo-Malay	secondary	passive	1	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	richness	0.3001
103	Indo-Malay	secondary	passive	5.5	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	richness	0.1178
103	Indo-Malay	secondary	passive	40	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	richness	0.4055
103	Indo-Malay	secondary	passive	1	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	diversity	0.0202
103	Indo-Malay	secondary	passive	5.5	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	diversity	0.1076
103	Indo-Malay	secondary	passive	40	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	diversity	0.7138
103	Indo-Malay	secondary	passive	1	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	abundance	0.4969
103	Indo-Malay	secondary	passive	5.5	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	abundance	0.1275
103	Indo-Malay	secondary	passive	40	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	abundance	0.1669
103	Indo-Malay	secondary	passive	1	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	similarity	0.135
103	Indo-Malay	secondary	passive	5.5	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	similarity	0.0765
103	Indo-Malay	secondary	passive	40	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	similarity	0.0159
103	Indo-Malay	secondary	passive	1	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	similarity	0.55
103	Indo-Malay	secondary	passive	5.5	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	similarity	0.0918
103	Indo-Malay	secondary	passive	40	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	similarity	0.399
103	Indo-Malay	secondary	passive	1	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	similarity	0.1187
103	Indo-Malay	secondary	passive	5.5	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	similarity	0.0616
103	Indo-Malay	secondary	passive	40	68.75	7.857328502	7.857328502	4.222	0.667	0	0	0	0	1	0	0	0	0	0	similarity	0.0938
104	Indo-Malay	secondary	passive	9	96.25	7.982267238	7.982267238	4.971	0.438	0	0	1	0	0	0	0	0	0	0	richness	0.0603
104	Indo-Malay	secondary	passive	9	96.25	7.982267238	7.982267238	4.971	0.438	0	0	1	0	0	0	0	0	0	0	abundance	0.1114
104	Indo-Malay	secondary	passive	9	96.25	7.982267238	7.982267238	4.971	0.438	0	0	1	0	0	0	0	0	0	0	diversity	0.1217
105	Indo-Malay	secondary	passive	40	30	7.380207247	6.748184032	2.633	3.5	0	1	0	0	0	0	0	0	0	0	others	2.5257
105	Indo-Malay	secondary	passive	40	30	7.380207247	6.748184032	2.633	3.5	0	1	0	0	0	0	0	0	0	0	others	1.3218
105	Indo-Malay	secondary	passive	5	30	7.380207247	6.748184032	2.633	3.5	0	1	0	0	0	0	0	0	0	0	others	0.8059
105	Indo-Malay	secondary	passive	40	30	7.380207247	6.748184032	2.633	3.5	1	0	0	0	0	0	0	0	0	0	richness	0.126
105	Indo-Malay	secondary	passive	5	30	7.380207247	6.748184032	2.633	3.5	1	0	0	0	0	0	0	0	0	0	richness	0.3508
105	Indo-Malay	secondary	passive	40	30	7.380207247	6.748184032	2.633	3.5	0	0	0	0	0	1	0	0	0	0	structure	0.1335
105	Indo-Malay	secondary	passive	5	30	7.380207247	6.748184032	2.633	3.5	0	0	0	0	0	1	0	0	0	0	structure	0.3567
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	0	0	1	0	0	0	0	0	abundance	0.6506
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	0	0	1	0	0	0	0	0	abundance	0.1603
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	0	0	1	0	0	0	0	0	abundance	0.35
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	1	0	0	0	0	0	0	0	abundance	0.2231
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	1	0	0	0	0	0	0	0	abundance	0.087
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	1	0	0	0	0	0	0	0	abundance	0.1967
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	1	0	0	0	0	0	0	0	abundance	0.1495
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	1	0	0	0	0	0	0	0	abundance	0.2364
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	1	0	0	0	0	0	0	0	abundance	0.3221
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	1	0	0	0	0	0	0	0	abundance	0.821
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	1	0	0	0	0	0	0	0	abundance	0.0944
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	1	0	0	0	0	0	0	0	abundance	0.3244
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	1	0	0	0	0	0	0	0	abundance	0.4667
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	0	0	0	0	1	0	0	0	structure	0
106	Afrotropic	selectively_logged	passive	1.33	97.5	7.973123859	7.973123859	5.493	0.447	0	0	0	0	0	0	1	0	0	0	structure	0
107	Afrotropic	secondary	passive	NA	11.25	6.602055997	6.425964738	1.008	3.056	0	0	0	0	1	0	0	0	0	0	others	0.6109
108	Indo-Malay	secondary	active_plantation	4.5	95	7.892090608	7.596593101	4.478	2.282	0	0	1	0	0	0	0	0	0	0	richness	0.0564
108	Indo-Malay	selectively_logged	passive	9	95	7.892090608	7.596593101	4.478	2.282	0	0	1	0	0	0	0	0	0	0	richness	0.1961
108	Indo-Malay	secondary	active_plantation	4.5	95	7.892090608	7.596593101	4.478	2.282	0	0	1	0	0	0	0	0	0	0	richness	0.173
108	Indo-Malay	selectively_logged	passive	9	95	7.892090608	7.596593101	4.478	2.282	0	0	1	0	0	0	0	0	0	0	richness	0.2037
108	Indo-Malay	secondary	active_plantation	4.5	95	7.892090608	7.596593101	4.478	2.282	0	0	1	0	0	0	0	0	0	0	diversity	0.0458
108	Indo-Malay	selectively_logged	passive	9	95	7.892090608	7.596593101	4.478	2.282	0	0	1	0	0	0	0	0	0	0	diversity	0.2336
108	Indo-Malay	secondary	active_plantation	4.5	95	7.892090608	7.596593101	4.478	2.282	0	0	1	0	0	0	0	0	0	0	abundance	0.3393
108	Indo-Malay	selectively_logged	passive	9	95	7.892090608	7.596593101	4.478	2.282	0	0	1	0	0	0	0	0	0	0	abundance	0.0869
109	Indo-Malay	secondary	passive	15	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	1.0455
109	Indo-Malay	secondary	passive	15	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.0327
109	Indo-Malay	secondary	passive	15	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	0.2545
109	Indo-Malay	secondary	passive	15	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	diversity	0.029
109	Indo-Malay	secondary	passive	15	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	diversity	0.389
109	Indo-Malay	secondary	passive	15	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	diversity	0.4008
109	Indo-Malay	secondary	passive	15	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	similarity	0.384
109	Indo-Malay	secondary	passive	42	87.5	7.869227725	7.869227725	4.308	0.946	0	0	1	0	0	0	0	0	0	0	richness	2.1533
109	Indo-Malay	secondary	passive	42	87.5	7.869227725	7.869227725	4.308	0.946	0	0	1	0	0	0	0	0	0	0	richness	0.5248
109	Indo-Malay	selectively_logged	passive	17	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	0.1531
109	Indo-Malay	selectively_logged	passive	3	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	0.5338
109	Indo-Malay	selectively_logged	passive	17	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	0.2998
109	Indo-Malay	selectively_logged	passive	3	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	0.2566
109	Indo-Malay	selectively_logged	passive	17	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.0351
109	Indo-Malay	selectively_logged	passive	3	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.1092
109	Indo-Malay	secondary	passive	23	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	1.4181
109	Indo-Malay	secondary	passive	23	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	0.1032
109	Indo-Malay	secondary	passive	23	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	0.7646
109	Indo-Malay	secondary	passive	23	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	0.2123
109	Indo-Malay	secondary	passive	23	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.4253
109	Indo-Malay	secondary	passive	23	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.0875
109	Indo-Malay	secondary	passive	23	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.0317
109	Indo-Malay	selectively_logged	passive	17.5	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	others	0.1643
109	Indo-Malay	selectively_logged	passive	17.5	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	others	0.2549
109	Indo-Malay	selectively_logged	passive	17.5	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	others	1.135
109	Indo-Malay	selectively_logged	passive	17.5	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	others	0.04
109	Indo-Malay	selectively_logged	passive	17.5	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	others	0.1625
109	Indo-Malay	selectively_logged	passive	17.5	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	others	0.9295
109	Indo-Malay	selectively_logged	passive	17.5	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	others	1.0296
109	Indo-Malay	selectively_logged	passive	17.5	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	others	0.0174
109	Indo-Malay	selectively_logged	passive	7	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.047
109	Indo-Malay	selectively_logged	passive	7	87.5	7.869227725	7.869227725	4.308	0.946	0	0	0	0	0	0	0	0	1	0	structure	1.0986
109	Indo-Malay	selectively_logged	passive	7	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.3924
109	Indo-Malay	selectively_logged	passive	7	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	0.6969
109	Indo-Malay	selectively_logged	passive	7	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	diversity	0.2214
109	Indo-Malay	selectively_logged	passive	7	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	similarity	0.1542
109	Indo-Malay	selectively_logged	passive	6	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.1621
109	Indo-Malay	selectively_logged	passive	6	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	abundance	0.1103
109	Indo-Malay	selectively_logged	passive	6	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	diversity	0.2549
109	Indo-Malay	selectively_logged	passive	6	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.1754
109	Indo-Malay	selectively_logged	passive	17	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0
109	Indo-Malay	selectively_logged	passive	3	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.0841
109	Indo-Malay	selectively_logged	passive	17	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.0723
109	Indo-Malay	selectively_logged	passive	3	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.1639
109	Indo-Malay	selectively_logged	passive	17	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.2877
109	Indo-Malay	selectively_logged	passive	17	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.4353
109	Indo-Malay	selectively_logged	passive	17	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.4055
109	Indo-Malay	selectively_logged	passive	17	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	#N?M!
109	Indo-Malay	selectively_logged	passive	3	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.2877
109	Indo-Malay	selectively_logged	passive	3	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.1671
109	Indo-Malay	selectively_logged	passive	3	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.4055
109	Indo-Malay	selectively_logged	passive	3	87.5	7.869227725	7.869227725	4.308	0.946	0	1	0	0	0	0	0	0	0	0	richness	0.2877
110	Indo-Malay	selectively_logged	passive	22.5	96.25	7.954238515	7.954238515	4.779	0.511	0	0	0	0	1	0	0	0	0	0	richness	0.6568
110	Indo-Malay	selectively_logged	passive	22.5	96.25	7.954238515	7.954238515	4.779	0.511	0	0	0	0	1	0	0	0	0	0	richness	0.6242
110	Indo-Malay	selectively_logged	passive	22.5	96.25	7.954238515	7.954238515	4.779	0.511	0	0	0	0	1	0	0	0	0	0	richness	0.1942
110	Indo-Malay	selectively_logged	passive	22.5	96.25	7.954238515	7.954238515	4.779	0.511	0	0	0	0	1	0	0	0	0	0	richness	0.1719
110	Indo-Malay	selectively_logged	passive	22.5	96.25	7.954238515	7.954238515	4.779	0.511	0	0	0	0	1	0	0	0	0	0	richness	0.2763
110	Indo-Malay	selectively_logged	passive	22.5	96.25	7.954238515	7.954238515	4.779	0.511	0	0	0	0	1	0	0	0	0	0	richness	0.4212
110	Indo-Malay	selectively_logged	passive	22.5	96.25	7.954238515	7.954238515	4.779	0.511	0	0	0	0	1	0	0	0	0	0	richness	0.1356
110	Indo-Malay	selectively_logged	passive	22.5	96.25	7.954238515	7.954238515	4.779	0.511	0	0	0	0	1	0	0	0	0	0	abundance	0.2043
110	Indo-Malay	selectively_logged	passive	22.5	96.25	7.954238515	7.954238515	4.779	0.511	0	0	0	0	1	0	0	0	0	0	richness	0.3185
111	Indo-Malay	selectively_logged	passive	20	55	7.69896601	7.69896601	3.449	1.28	0	0	0	0	1	0	0	0	0	0	abundance	0.0572
111	Indo-Malay	selectively_logged	passive	20	55	7.69896601	7.69896601	3.449	1.28	0	0	0	0	1	0	0	0	0	0	richness	0.2231
111	Indo-Malay	selectively_logged	passive	20	55	7.69896601	7.69896601	3.449	1.28	0	0	0	0	1	0	0	0	0	0	diversity	0.2399
111	Indo-Malay	selectively_logged	passive	20	55	7.69896601	7.69896601	3.449	1.28	0	0	0	0	1	0	0	0	0	0	diversity	0.135
111	Indo-Malay	selectively_logged	passive	20	55	7.69896601	7.69896601	3.449	1.28	0	0	0	0	1	0	0	0	0	0	abundance	0.1877
111	Indo-Malay	selectively_logged	passive	20	55	7.69896601	7.69896601	3.449	1.28	0	0	0	0	1	0	0	0	0	0	abundance	0.4555
112	Afrotropic	secondary	passive	1	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	similarity	0.1185
112	Afrotropic	secondary	passive	22.5	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	richness	0.1569
112	Afrotropic	secondary	active_plantation	9	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	richness	0.0998
112	Afrotropic	secondary	passive	1	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	similarity	0.0105
112	Afrotropic	secondary	passive	22.5	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	similarity	0.0429
112	Afrotropic	secondary	active_plantation	9	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	similarity	0.0992
112	Afrotropic	secondary	passive	1	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	similarity	0.7336
112	Afrotropic	secondary	passive	22.5	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	similarity	0.4179
112	Afrotropic	secondary	active_plantation	9	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	similarity	0.6543
112	Afrotropic	secondary	passive	1	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	similarity	0.4206
112	Afrotropic	secondary	passive	22.5	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	similarity	0.1428
112	Afrotropic	secondary	active_plantation	9	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	similarity	0.292
112	Afrotropic	secondary	passive	1	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	abundance	0.4385
112	Afrotropic	secondary	passive	22.5	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	abundance	0.2203
112	Afrotropic	secondary	active_plantation	9	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	abundance	0.1939
112	Afrotropic	secondary	passive	1	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	diversity	0.0305
112	Afrotropic	secondary	passive	22.5	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	diversity	0.176
112	Afrotropic	secondary	active_plantation	9	28.75	7.431359769	7.146124041	2.328	2.593	0	1	0	0	0	0	0	0	0	0	diversity	0.1069
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	0
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	2.7726
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	0.3567
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	1.3863
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	0.2412
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	0.539
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	0
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	0.4055
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	1.2528
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	1.2528
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	richness	0.2336
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	richness	0.1344
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	richness	0.1382
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	0	0	0	0	0	1	0	0	0	structure	0.067
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	0	0	0	0	0	1	0	0	0	structure	0.5984
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	0	0	0	0	0	0	1	0	0	structure	0.1942
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	richness	0.1178
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	abundance	0.1382
113	Afrotropic	secondary	passive	15	100	7.954238515	7.954238515	4.778	0.467	0	1	0	0	0	0	0	0	0	0	diversity	0.1068
114	Afrotropic	secondary	passive	7	93.75	7.963783833	7.963783833	4.871	0.457	0	0	1	0	0	0	0	0	0	0	richness	0.1001
114	Afrotropic	secondary	passive	7	93.75	7.963783833	7.963783833	4.871	0.457	0	0	1	0	0	0	0	0	0	0	abundance	0.3397
114	Afrotropic	secondary	passive	7	93.75	7.963783833	7.963783833	4.871	0.457	0	0	1	0	0	0	0	0	0	0	diversity	0.0823
114	Afrotropic	secondary	passive	7	93.75	7.963783833	7.963783833	4.871	0.457	0	0	1	0	0	0	0	0	0	0	similarity	0.0518
114	Afrotropic	secondary	passive	7	93.75	7.963783833	7.963783833	4.871	0.457	0	0	1	0	0	0	0	0	0	0	similarity	0.1148
114	Afrotropic	secondary	passive	7	93.75	7.963783833	7.963783833	4.871	0.457	0	0	1	0	0	0	0	0	0	0	similarity	0.3356
114	Afrotropic	secondary	passive	7	93.75	7.963783833	7.963783833	4.871	0.457	0	0	1	0	0	0	0	0	0	0	abundance	0.0457
114	Afrotropic	secondary	passive	7	93.75	7.963783833	7.963783833	4.871	0.457	0	0	1	0	0	0	0	0	0	0	richness	0.0675
114	Afrotropic	secondary	passive	7	93.75	7.963783833	7.963783833	4.871	0.457	0	0	1	0	0	0	0	0	0	0	richness	0.0951
114	Afrotropic	secondary	passive	7	93.75	7.963783833	7.963783833	4.871	0.457	0	0	1	0	0	0	0	0	0	0	richness	0.1629
